tmb,hrp,h2o2,imidazole,edta,peg20k,paa,pva,peg5k,fe2,bsa,peg200k,pl127,tx100,etoh,zn2,mn2,glycerol,tw80
0.5447058434539106,0.0004,0.5120539460679493,4.052361226364065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4880741241182673,3.78e-05,0.22808729133340683,27.96261204233988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2977796598141883,5.883056161764611e-05,0.22935472746665583,29.18231709380134,48.94526055767703,17.293730075624715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5621472902350221,0.00040150088528271975,0.48,0.0,0.0,0.0,13.148064776267043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0004,0.005336279307605689,11.187813069095718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5452070675869686,0.0004,0.405544989557231,9.116105405168275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5853816439126012,0.0004379328394659837,0.2883166458844374,0.0,0.0,0.0,0.0,31.011681097218645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5415039733835736,0.0002974295045724289,0.13599247039619697,18.7323747847791,0.0,0.0,12.056239039425371,0.0,26.725978690233614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5768511713997421,0.00042548299118250844,0.8401704455435,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21681781641158315,0.0004120487587720587,0.6847029382287081,0.0,49.35096215949196,0.0,0.0,0.0,0.0,4.438923822315096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,4.109081048191134e-05,0.9375,0.0,0.0,0.0,10.051305127019623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5851431580416177,0.00047069185388635287,0.44982658601809017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.062112144405239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.445801445213396,0.0004387865274238974,0.4120019127003019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16975034025745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5197584172373542,0.0001412423205987036,0.22887833677123393,0.0,0.0,0.0,0.0,17.088326210121828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45146552405860835,5.92713751198179e-05,0.8162057719365109,42.28096003327087,0.0,0.0,0.0,5.707640957499893,0.0,0.0,0.0,22.607418297965065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4758663302397303,0.0004,0.43702229570778944,0.0,0.0,0.0,3.4249731848762845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5700375087873426,3.766520724455326e-05,0.320750921558572,0.0,0.0,0.0,0.0,12.541990558704697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5670651185770377,0.0004,0.6872674513978798,0.0,0.0,0.0,0.0,13.424778771389754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0004,0.48,10.860642457428968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5918700649284612,0.0004329275959557153,0.8376409856588175,0.0,0.0,0.0,0.0,18.890021629096964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5874304825964064,0.0004709849230936144,0.565948872515194,1.9399603763500843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4658216088299837,0.00047664053555180317,0.38656370881885393,10.72463120608978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43133141503881,28.720799476885993,0.0,0.0,0.0,0.0,0.0
0.5898651759870969,0.0004523644597134553,0.48,0.43042523019137247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5115119583919041,0.00039755437531732615,0.7294619972032196,0.0,0.0,0.0,9.12098571755769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5451998289827307,0.00043691815921745406,0.694641077884531,0.0,0.0,0.0,1.575714807081565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5436304229970506,0.00031972730076159544,0.32169609291450374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.85443912406079,0.3799017291128165,0.0,0.0,0.0
0.5373416274183368,0.00026457875542049516,0.3270543834878431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45693780916003457,0.0,0.0,0.0,0.0,1.0982974731027118,1.2683469368655538,0.0,0.0
0.5612555838585036,0.0001474539475345685,0.13003021792360298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.3025938573277,46.605153934968406
